date,store_id,product_id,category,region,inventory_level,units_sold,baseline_ma_30,ml_forecast,safety_stock,reorder_point,recommended_order,stock_status,price,discount,holiday_promotion,weather_condition
2023-12-19,S002,P0005,Groceries,West,302,294,125.5,313.35,172.0,423.0,121.0,⚠️ Reorder Needed,66.57,5,1,Cloudy
2023-12-20,S002,P0005,Electronics,North,190,12,121.6,24.01,172.0,415.0,225.0,⚠️ Reorder Needed,74.07,0,1,Cloudy
2023-12-21,S002,P0005,Toys,South,217,57,120.4,64.53,172.0,413.0,196.0,⚠️ Reorder Needed,44.65,15,1,Rainy
2023-12-22,S002,P0005,Electronics,South,487,240,124.1,247.86,172.0,420.0,0.0,✅ Healthy Stock,47.46,5,1,Rainy
2023-12-23,S002,P0005,Furniture,West,57,6,119.4,3.23,172.0,411.0,354.0,🔴 Critical Stockout Risk,10.04,15,1,Snowy
2023-12-24,S002,P0005,Clothing,East,196,103,117.5,122.21,172.0,407.0,211.0,⚠️ Reorder Needed,43.48,10,1,Sunny
2023-12-25,S002,P0005,Electronics,South,274,39,115.6,55.76,172.0,403.0,129.0,⚠️ Reorder Needed,77.02,10,0,Cloudy
2023-12-26,S002,P0005,Toys,South,210,118,119.0,135.59,172.0,410.0,200.0,⚠️ Reorder Needed,50.39,15,1,Sunny
2023-12-27,S002,P0005,Furniture,West,137,75,120.3,70.24,172.0,413.0,276.0,🔴 Critical Stockout Risk,63.67,20,1,Cloudy
2023-12-28,S002,P0005,Electronics,West,255,91,117.3,91.4,172.0,407.0,152.0,⚠️ Reorder Needed,78.37,10,1,Cloudy
2023-12-29,S002,P0005,Toys,South,321,286,126.4,282.64,172.0,425.0,104.0,⚠️ Reorder Needed,32.81,15,0,Snowy
2023-12-30,S002,P0005,Furniture,West,161,73,121.8,63.92,172.0,416.0,255.0,🔴 Critical Stockout Risk,73.06,20,1,Sunny
2023-12-31,S002,P0005,Groceries,West,473,396,134.7,389.77,172.0,441.0,0.0,✅ Healthy Stock,25.79,5,0,Snowy
2024-01-01,S002,P0005,Toys,West,464,200,136.3,198.35,172.0,445.0,0.0,✅ Healthy Stock,16.98,5,1,Snowy
2022-01-01,S003,P0005,Clothing,West,438,325,325.0,330.92,180.0,830.0,392.0,⚠️ Reorder Needed,97.95,20,0,Sunny
2022-01-02,S003,P0005,Furniture,East,375,282,303.5,297.42,180.0,787.0,412.0,⚠️ Reorder Needed,38.56,5,0,Cloudy
2022-01-03,S003,P0005,Clothing,East,311,147,251.3,154.97,180.0,683.0,372.0,⚠️ Reorder Needed,65.77,0,1,Cloudy
2022-01-04,S003,P0005,Groceries,North,69,2,189.0,21.27,180.0,558.0,489.0,🔴 Critical Stockout Risk,24.29,5,0,Rainy
2022-01-05,S003,P0005,Toys,West,140,77,166.6,90.49,180.0,513.0,373.0,🔴 Critical Stockout Risk,49.52,20,1,Snowy
2022-01-06,S003,P0005,Toys,East,457,243,179.3,250.44,180.0,539.0,82.0,⚠️ Reorder Needed,83.39,0,1,Sunny
2022-01-07,S003,P0005,Toys,South,340,298,196.3,305.17,180.0,573.0,233.0,⚠️ Reorder Needed,82.07,20,1,Rainy
2022-01-08,S003,P0005,Furniture,South,477,271,205.6,284.27,180.0,591.0,114.0,⚠️ Reorder Needed,73.61,5,0,Sunny
2022-01-09,S003,P0005,Furniture,West,418,4,183.2,-1.33,180.0,546.0,128.0,⚠️ Reorder Needed,60.22,0,1,Cloudy
2022-01-10,S003,P0005,Groceries,West,260,248,189.7,262.45,180.0,559.0,299.0,⚠️ Reorder Needed,15.86,20,0,Rainy
2022-01-11,S003,P0005,Groceries,West,378,94,181.0,90.4,180.0,542.0,164.0,⚠️ Reorder Needed,71.51,0,1,Rainy
2022-01-12,S003,P0005,Electronics,North,385,99,174.2,97.28,180.0,528.0,143.0,⚠️ Reorder Needed,79.42,15,0,Sunny
2022-01-13,S003,P0005,Electronics,West,278,182,174.8,201.4,180.0,530.0,252.0,⚠️ Reorder Needed,75.47,20,0,Sunny
2022-01-14,S003,P0005,Electronics,South,186,182,175.3,184.02,180.0,531.0,345.0,⚠️ Reorder Needed,86.21,15,1,Snowy
2022-01-15,S003,P0005,Electronics,North,370,118,171.5,118.09,180.0,523.0,153.0,⚠️ Reorder Needed,24.57,5,1,Sunny
2022-01-16,S003,P0005,Electronics,North,445,39,163.2,54.53,180.0,506.0,61.0,⚠️ Reorder Needed,80.15,0,0,Snowy
2022-01-17,S003,P0005,Furniture,South,481,338,173.5,348.53,180.0,527.0,46.0,⚠️ Reorder Needed,55.65,10,1,Sunny
2022-01-18,S003,P0005,Toys,West,325,46,166.4,59.68,180.0,513.0,188.0,⚠️ Reorder Needed,42.38,10,1,Sunny
2022-01-19,S003,P0005,Clothing,East,73,68,161.2,58.57,180.0,502.0,429.0,🔴 Critical Stockout Risk,74.12,15,0,Sunny
2022-01-20,S003,P0005,Furniture,East,343,306,168.4,299.36,180.0,517.0,174.0,⚠️ Reorder Needed,81.84,15,1,Snowy
2022-01-21,S003,P0005,Clothing,North,395,387,178.9,383.78,180.0,538.0,143.0,⚠️ Reorder Needed,50.29,5,0,Rainy
2022-01-22,S003,P0005,Clothing,East,406,324,185.5,319.38,180.0,551.0,145.0,⚠️ Reorder Needed,17.79,20,1,Rainy
2022-01-23,S003,P0005,Furniture,North,434,146,183.7,156.17,180.0,547.0,113.0,⚠️ Reorder Needed,21.34,0,0,Sunny
2022-01-24,S003,P0005,Furniture,South,265,72,179.1,79.61,180.0,538.0,273.0,⚠️ Reorder Needed,87.17,0,1,Sunny
2022-01-25,S003,P0005,Electronics,North,114,22,172.8,24.56,180.0,526.0,412.0,🔴 Critical Stockout Risk,89.85,20,1,Sunny
2022-01-26,S003,P0005,Groceries,South,320,286,177.2,276.89,180.0,534.0,214.0,⚠️ Reorder Needed,98.24,20,0,Snowy
2022-01-27,S003,P0005,Groceries,North,297,11,171.0,7.88,180.0,522.0,225.0,⚠️ Reorder Needed,52.17,20,0,Rainy
2022-01-28,S003,P0005,Electronics,South,294,225,172.9,225.85,180.0,526.0,232.0,⚠️ Reorder Needed,94.53,10,1,Snowy
2022-01-29,S003,P0005,Furniture,West,147,95,170.2,87.25,180.0,520.0,373.0,🔴 Critical Stockout Risk,91.63,0,1,Snowy
2022-01-30,S003,P0005,Electronics,South,161,100,167.9,90.36,180.0,516.0,355.0,🔴 Critical Stockout Risk,57.59,20,1,Sunny
2022-01-31,S003,P0005,Groceries,West,338,159,162.4,154.91,180.0,505.0,167.0,⚠️ Reorder Needed,39.75,10,1,Rainy
2022-02-01,S003,P0005,Clothing,East,142,94,156.1,110.14,180.0,492.0,350.0,🔴 Critical Stockout Risk,99.16,0,0,Sunny
2022-02-02,S003,P0005,Groceries,South,278,11,151.6,22.97,180.0,483.0,205.0,⚠️ Reorder Needed,51.64,10,0,Sunny
2022-02-03,S003,P0005,Electronics,South,464,175,157.3,180.4,180.0,495.0,31.0,⚠️ Reorder Needed,17.54,20,1,Rainy
2022-02-04,S003,P0005,Furniture,South,468,404,168.2,410.84,180.0,516.0,48.0,⚠️ Reorder Needed,19.95,20,1,Snowy
2022-02-05,S003,P0005,Groceries,North,60,54,161.9,51.68,180.0,504.0,444.0,🔴 Critical Stockout Risk,44.97,5,0,Snowy
2022-02-06,S003,P0005,Electronics,West,252,77,154.6,87.26,180.0,489.0,237.0,⚠️ Reorder Needed,40.97,5,0,Sunny
2022-02-07,S003,P0005,Clothing,East,121,10,145.9,19.48,180.0,472.0,351.0,🔴 Critical Stockout Risk,63.24,5,1,Sunny
2022-02-08,S003,P0005,Electronics,South,347,330,156.7,325.42,180.0,493.0,146.0,⚠️ Reorder Needed,47.53,0,1,Snowy
2022-02-09,S003,P0005,Toys,West,320,164,153.9,183.5,180.0,488.0,168.0,⚠️ Reorder Needed,31.83,15,0,Rainy
2022-02-10,S003,P0005,Clothing,West,192,116,154.7,111.17,180.0,489.0,297.0,⚠️ Reorder Needed,40.24,0,0,Snowy
2022-02-11,S003,P0005,Furniture,South,354,201,158.1,214.8,180.0,496.0,142.0,⚠️ Reorder Needed,93.57,20,1,Cloudy
2022-02-12,S003,P0005,Furniture,South,259,257,160.6,248.87,180.0,501.0,242.0,⚠️ Reorder Needed,93.09,20,1,Sunny
2022-02-13,S003,P0005,Clothing,South,190,91,157.5,90.85,180.0,495.0,305.0,⚠️ Reorder Needed,54.84,20,1,Cloudy
2022-02-14,S003,P0005,Groceries,East,369,302,163.7,307.62,180.0,507.0,138.0,⚠️ Reorder Needed,33.41,0,0,Rainy
2022-02-15,S003,P0005,Furniture,East,367,255,170.9,250.02,180.0,522.0,155.0,⚠️ Reorder Needed,41.91,10,1,Rainy
2022-02-16,S003,P0005,Toys,West,384,68,161.9,77.85,180.0,504.0,120.0,⚠️ Reorder Needed,64.03,0,0,Snowy
2022-02-17,S003,P0005,Furniture,West,213,82,163.1,93.61,180.0,506.0,293.0,⚠️ Reorder Needed,40.72,15,1,Rainy
2022-02-18,S003,P0005,Groceries,West,486,270,169.8,285.72,180.0,520.0,34.0,⚠️ Reorder Needed,82.54,5,1,Snowy
2022-02-19,S003,P0005,Groceries,South,342,204,166.4,212.33,180.0,513.0,171.0,⚠️ Reorder Needed,24.84,10,1,Rainy
2022-02-20,S003,P0005,Groceries,West,270,239,161.5,240.4,180.0,503.0,233.0,⚠️ Reorder Needed,40.86,15,0,Rainy
2022-02-21,S003,P0005,Toys,South,357,291,160.4,286.24,180.0,501.0,144.0,⚠️ Reorder Needed,91.62,0,0,Snowy
2022-02-22,S003,P0005,Toys,North,341,177,161.4,192.72,180.0,503.0,162.0,⚠️ Reorder Needed,95.52,10,0,Sunny
2022-02-23,S003,P0005,Clothing,East,275,170,164.7,187.41,180.0,509.0,234.0,⚠️ Reorder Needed,78.6,5,1,Rainy
2022-02-24,S003,P0005,Groceries,South,59,33,165.0,43.43,180.0,510.0,451.0,🔴 Critical Stockout Risk,40.54,10,0,Sunny
2022-02-25,S003,P0005,Electronics,North,186,175,161.3,169.12,180.0,503.0,317.0,⚠️ Reorder Needed,63.68,20,0,Snowy
2022-02-26,S003,P0005,Furniture,West,347,146,165.8,143.56,180.0,512.0,165.0,⚠️ Reorder Needed,25.17,0,1,Sunny
2022-02-27,S003,P0005,Electronics,North,372,183,164.4,201.28,180.0,509.0,137.0,⚠️ Reorder Needed,78.9,15,0,Sunny
2022-02-28,S003,P0005,Toys,North,391,120,165.3,122.12,180.0,511.0,120.0,⚠️ Reorder Needed,50.97,5,1,Rainy
2022-03-01,S003,P0005,Furniture,East,375,157,167.2,158.78,180.0,514.0,139.0,⚠️ Reorder Needed,30.17,15,0,Snowy
2022-03-02,S003,P0005,Electronics,West,108,18,162.5,36.93,180.0,505.0,397.0,🔴 Critical Stockout Risk,82.26,20,1,Cloudy
2022-03-03,S003,P0005,Clothing,North,136,19,160.0,26.23,180.0,500.0,364.0,🔴 Critical Stockout Risk,41.21,10,1,Snowy
2022-03-04,S003,P0005,Groceries,East,287,261,168.3,257.79,180.0,517.0,230.0,⚠️ Reorder Needed,89.96,15,1,Cloudy
2022-03-05,S003,P0005,Groceries,West,178,98,165.7,94.41,180.0,511.0,333.0,🔴 Critical Stockout Risk,82.19,20,0,Snowy
2022-03-06,S003,P0005,Electronics,South,402,362,164.3,366.75,180.0,509.0,107.0,⚠️ Reorder Needed,69.14,5,1,Cloudy
2022-03-07,S003,P0005,Groceries,East,140,31,163.6,45.51,180.0,507.0,367.0,🔴 Critical Stockout Risk,90.18,0,0,Sunny
2022-03-08,S003,P0005,Clothing,West,444,372,173.4,363.37,180.0,527.0,83.0,⚠️ Reorder Needed,61.65,0,0,Snowy
2022-03-09,S003,P0005,Furniture,East,388,173,178.8,167.26,180.0,538.0,150.0,⚠️ Reorder Needed,55.63,10,0,Sunny
2022-03-10,S003,P0005,Electronics,West,202,197,174.4,187.73,180.0,529.0,327.0,⚠️ Reorder Needed,18.09,15,1,Rainy
2022-03-11,S003,P0005,Groceries,South,194,112,172.7,108.47,180.0,525.0,331.0,⚠️ Reorder Needed,60.46,0,0,Rainy
2022-03-12,S003,P0005,Toys,North,214,28,169.7,30.67,180.0,519.0,305.0,⚠️ Reorder Needed,63.89,10,0,Snowy
2022-03-13,S003,P0005,Groceries,East,165,73,165.5,89.42,180.0,511.0,346.0,🔴 Critical Stockout Risk,83.32,15,1,Cloudy
2022-03-14,S003,P0005,Toys,North,150,85,159.7,100.9,180.0,499.0,349.0,🔴 Critical Stockout Risk,62.92,20,0,Rainy
2022-03-15,S003,P0005,Groceries,South,393,135,161.2,125.29,180.0,502.0,109.0,⚠️ Reorder Needed,65.88,15,0,Sunny
2022-03-16,S003,P0005,Groceries,East,398,382,163.9,382.73,180.0,508.0,110.0,⚠️ Reorder Needed,54.32,0,0,Snowy
2022-03-17,S003,P0005,Electronics,West,438,42,156.8,37.38,180.0,494.0,56.0,⚠️ Reorder Needed,74.8,0,1,Snowy
2022-03-18,S003,P0005,Clothing,South,209,94,157.6,87.1,180.0,495.0,286.0,⚠️ Reorder Needed,81.19,0,0,Snowy
2022-03-19,S003,P0005,Furniture,South,256,66,157.1,58.87,180.0,494.0,238.0,⚠️ Reorder Needed,29.39,15,0,Sunny
2022-03-20,S003,P0005,Groceries,West,162,17,148.7,22.7,180.0,477.0,315.0,🔴 Critical Stockout Risk,33.66,15,1,Sunny
2022-03-21,S003,P0005,Toys,West,340,213,149.0,227.08,180.0,478.0,138.0,⚠️ Reorder Needed,44.31,20,0,Rainy
2022-03-22,S003,P0005,Toys,South,233,88,143.9,90.87,180.0,468.0,235.0,⚠️ Reorder Needed,15.12,20,1,Rainy
2022-03-23,S003,P0005,Toys,West,146,112,138.0,123.11,180.0,456.0,310.0,🔴 Critical Stockout Risk,57.08,10,1,Snowy
2022-03-24,S003,P0005,Electronics,North,126,117,136.0,115.6,180.0,452.0,326.0,🔴 Critical Stockout Risk,16.18,0,0,Cloudy
2022-03-25,S003,P0005,Groceries,South,496,324,141.1,338.77,180.0,462.0,0.0,✅ Healthy Stock,62.58,5,1,Sunny
2022-03-26,S003,P0005,Furniture,West,185,65,142.2,82.01,180.0,464.0,279.0,⚠️ Reorder Needed,63.51,10,1,Sunny
2022-03-27,S003,P0005,Electronics,North,344,121,140.4,125.39,180.0,461.0,117.0,⚠️ Reorder Needed,89.06,5,1,Cloudy
2022-03-28,S003,P0005,Electronics,West,282,221,142.9,233.73,180.0,466.0,184.0,⚠️ Reorder Needed,19.23,20,0,Cloudy
2022-03-29,S003,P0005,Electronics,North,352,275,145.9,290.64,180.0,472.0,120.0,⚠️ Reorder Needed,21.05,0,0,Cloudy
2022-03-30,S003,P0005,Toys,West,460,322,152.7,335.94,180.0,485.0,25.0,⚠️ Reorder Needed,51.41,15,0,Sunny
2022-03-31,S003,P0005,Toys,North,457,349,159.1,357.52,180.0,498.0,41.0,⚠️ Reorder Needed,50.87,5,1,Rainy
2022-04-01,S003,P0005,Electronics,East,263,258,167.1,273.65,180.0,514.0,251.0,⚠️ Reorder Needed,81.74,20,0,Snowy
2022-04-02,S003,P0005,Groceries,North,53,37,167.7,40.35,180.0,515.0,462.0,🔴 Critical Stockout Risk,55.33,5,0,Sunny
2022-04-03,S003,P0005,Toys,North,369,138,163.6,145.91,180.0,507.0,138.0,⚠️ Reorder Needed,11.87,0,0,Snowy
2022-04-04,S003,P0005,Groceries,North,126,81,163.0,95.6,180.0,506.0,380.0,🔴 Critical Stockout Risk,38.81,5,1,Sunny
2022-04-05,S003,P0005,Electronics,West,56,22,151.7,30.58,180.0,483.0,427.0,🔴 Critical Stockout Risk,18.38,20,1,Cloudy
2022-04-06,S003,P0005,Groceries,North,413,63,152.7,59.7,180.0,485.0,72.0,⚠️ Reorder Needed,65.26,5,0,Sunny
2022-04-07,S003,P0005,Electronics,South,234,193,146.8,202.29,180.0,474.0,240.0,⚠️ Reorder Needed,82.31,10,0,Sunny
2022-04-08,S003,P0005,Electronics,East,269,182,147.1,178.02,180.0,474.0,205.0,⚠️ Reorder Needed,18.11,10,1,Cloudy
2022-04-09,S003,P0005,Electronics,North,307,106,144.0,125.08,180.0,468.0,161.0,⚠️ Reorder Needed,54.1,0,1,Snowy
2022-04-10,S003,P0005,Groceries,East,230,82,143.0,93.6,180.0,466.0,236.0,⚠️ Reorder Needed,35.33,15,0,Rainy
2022-04-11,S003,P0005,Toys,East,245,134,146.6,124.41,180.0,473.0,228.0,⚠️ Reorder Needed,90.04,0,0,Rainy
2022-04-12,S003,P0005,Furniture,East,342,70,146.5,77.12,180.0,473.0,131.0,⚠️ Reorder Needed,88.12,5,0,Rainy
2022-04-13,S003,P0005,Furniture,South,121,83,146.4,87.14,180.0,473.0,352.0,🔴 Critical Stockout Risk,39.2,10,0,Sunny
2022-04-14,S003,P0005,Toys,East,368,59,143.9,56.36,180.0,468.0,100.0,⚠️ Reorder Needed,49.43,20,0,Cloudy
2022-04-15,S003,P0005,Furniture,North,234,55,133.0,47.52,180.0,446.0,212.0,⚠️ Reorder Needed,72.93,20,0,Rainy
2022-04-16,S003,P0005,Clothing,North,299,85,134.4,86.03,180.0,449.0,150.0,⚠️ Reorder Needed,19.15,5,1,Snowy
2022-04-17,S003,P0005,Clothing,South,267,169,136.9,161.68,180.0,454.0,187.0,⚠️ Reorder Needed,66.13,20,1,Rainy
2022-04-18,S003,P0005,Electronics,South,420,42,136.1,38.84,180.0,452.0,32.0,⚠️ Reorder Needed,27.75,0,1,Cloudy
2022-04-19,S003,P0005,Furniture,North,72,9,135.8,10.07,180.0,452.0,380.0,🔴 Critical Stockout Risk,64.64,20,1,Snowy
2022-04-20,S003,P0005,Toys,South,224,158,134.0,174.26,180.0,448.0,224.0,⚠️ Reorder Needed,71.94,20,0,Rainy
2022-04-21,S003,P0005,Toys,East,211,43,132.5,38.25,180.0,445.0,234.0,⚠️ Reorder Needed,49.58,10,0,Cloudy
2022-04-22,S003,P0005,Clothing,East,104,21,129.5,28.53,180.0,439.0,335.0,🔴 Critical Stockout Risk,57.45,15,1,Cloudy
2022-04-23,S003,P0005,Furniture,East,323,177,131.5,195.72,180.0,443.0,120.0,⚠️ Reorder Needed,83.17,10,1,Sunny
2022-04-24,S003,P0005,Furniture,East,124,41,122.0,58.83,180.0,424.0,300.0,🔴 Critical Stockout Risk,42.69,5,0,Snowy
2022-04-25,S003,P0005,Furniture,East,413,381,132.6,373.76,180.0,445.0,32.0,⚠️ Reorder Needed,54.86,20,0,Rainy
2022-04-26,S003,P0005,Furniture,East,184,161,133.9,161.82,180.0,448.0,264.0,⚠️ Reorder Needed,66.47,5,1,Sunny
2022-04-27,S003,P0005,Furniture,East,86,40,127.9,46.21,180.0,436.0,350.0,🔴 Critical Stockout Risk,57.45,15,0,Rainy
2022-04-28,S003,P0005,Furniture,West,344,206,125.6,213.99,180.0,431.0,87.0,⚠️ Reorder Needed,77.94,15,0,Rainy
2022-04-29,S003,P0005,Toys,West,435,404,128.3,406.93,180.0,437.0,2.0,⚠️ Reorder Needed,52.2,20,1,Cloudy
2022-04-30,S003,P0005,Electronics,West,248,63,118.8,60.14,180.0,418.0,170.0,⚠️ Reorder Needed,92.71,0,0,Snowy
2022-05-01,S003,P0005,Furniture,East,111,80,112.8,78.19,180.0,406.0,295.0,🔴 Critical Stockout Risk,70.65,0,0,Cloudy
2022-05-02,S003,P0005,Electronics,East,383,257,120.2,255.92,180.0,420.0,37.0,⚠️ Reorder Needed,86.07,0,1,Rainy
2022-05-03,S003,P0005,Furniture,East,307,246,123.8,242.17,180.0,428.0,121.0,⚠️ Reorder Needed,32.03,20,0,Sunny
2022-05-04,S003,P0005,Toys,East,369,48,122.7,62.93,180.0,425.0,56.0,⚠️ Reorder Needed,97.59,20,0,Rainy
2022-05-05,S003,P0005,Furniture,East,87,75,124.4,79.32,180.0,429.0,342.0,🔴 Critical Stockout Risk,67.85,10,1,Snowy
2022-05-06,S003,P0005,Groceries,West,265,217,129.6,231.67,180.0,439.0,174.0,⚠️ Reorder Needed,74.61,0,0,Rainy
2022-05-07,S003,P0005,Clothing,South,302,301,133.2,310.86,180.0,446.0,144.0,⚠️ Reorder Needed,62.59,20,1,Sunny
2022-05-08,S003,P0005,Clothing,South,217,108,130.7,125.9,180.0,441.0,224.0,⚠️ Reorder Needed,46.73,5,1,Snowy
2022-05-09,S003,P0005,Furniture,East,135,134,131.6,131.12,180.0,443.0,308.0,🔴 Critical Stockout Risk,98.5,5,0,Snowy
2022-05-10,S003,P0005,Groceries,South,278,36,130.1,29.33,180.0,440.0,162.0,⚠️ Reorder Needed,15.71,5,1,Snowy
2022-05-11,S003,P0005,Groceries,South,117,95,128.8,89.34,180.0,438.0,321.0,🔴 Critical Stockout Risk,80.31,20,1,Sunny
2022-05-12,S003,P0005,Toys,East,216,31,127.5,22.49,180.0,435.0,219.0,⚠️ Reorder Needed,33.86,5,1,Sunny
2022-05-13,S003,P0005,Electronics,South,200,17,125.3,12.53,180.0,431.0,231.0,⚠️ Reorder Needed,85.5,5,0,Snowy
2022-05-14,S003,P0005,Toys,North,101,46,124.9,53.32,180.0,430.0,329.0,🔴 Critical Stockout Risk,24.32,0,1,Sunny
2022-05-15,S003,P0005,Furniture,West,393,228,130.6,233.27,180.0,441.0,48.0,⚠️ Reorder Needed,96.7,0,0,Rainy
2022-05-16,S003,P0005,Toys,South,114,3,127.9,3.89,180.0,436.0,322.0,🔴 Critical Stockout Risk,95.81,10,1,Rainy
2022-05-17,S003,P0005,Groceries,South,359,163,127.7,163.89,180.0,435.0,76.0,⚠️ Reorder Needed,22.67,0,1,Cloudy
2022-05-18,S003,P0005,Groceries,South,205,116,130.2,114.65,180.0,440.0,235.0,⚠️ Reorder Needed,37.39,15,1,Sunny
2022-05-19,S003,P0005,Clothing,North,387,75,132.4,92.94,180.0,445.0,58.0,⚠️ Reorder Needed,66.39,15,0,Sunny
2022-05-20,S003,P0005,Clothing,North,481,219,134.4,212.18,180.0,449.0,0.0,✅ Healthy Stock,68.49,10,0,Rainy
2022-05-21,S003,P0005,Furniture,North,245,94,136.1,88.83,180.0,452.0,207.0,⚠️ Reorder Needed,48.11,0,1,Cloudy
2022-05-22,S003,P0005,Clothing,East,464,185,141.6,201.89,180.0,463.0,0.0,✅ Healthy Stock,29.06,0,0,Cloudy
2022-05-23,S003,P0005,Toys,West,246,58,137.6,69.31,180.0,455.0,209.0,⚠️ Reorder Needed,52.91,0,0,Snowy
2022-05-24,S003,P0005,Groceries,North,230,139,140.9,157.36,180.0,462.0,232.0,⚠️ Reorder Needed,73.97,10,1,Snowy
2022-05-25,S003,P0005,Groceries,West,85,64,130.3,70.2,180.0,441.0,356.0,🔴 Critical Stockout Risk,43.52,5,0,Snowy
2022-05-26,S003,P0005,Toys,North,324,299,134.9,293.79,180.0,450.0,126.0,⚠️ Reorder Needed,99.15,15,0,Rainy
2022-05-27,S003,P0005,Furniture,East,469,225,141.1,231.61,180.0,462.0,0.0,✅ Healthy Stock,28.73,5,1,Snowy
2022-05-28,S003,P0005,Furniture,West,324,78,136.8,80.46,180.0,454.0,130.0,⚠️ Reorder Needed,83.79,10,1,Rainy
2022-05-29,S003,P0005,Toys,West,197,145,128.2,164.64,180.0,436.0,239.0,⚠️ Reorder Needed,13.51,0,1,Sunny
2022-05-30,S003,P0005,Electronics,North,153,53,127.8,43.34,180.0,436.0,283.0,🔴 Critical Stockout Risk,95.42,5,0,Sunny
2022-05-31,S003,P0005,Groceries,West,290,252,133.6,243.74,180.0,447.0,157.0,⚠️ Reorder Needed,81.18,10,1,Rainy
2022-06-01,S003,P0005,Toys,North,485,154,130.1,158.75,180.0,440.0,0.0,✅ Healthy Stock,75.91,20,0,Snowy
2022-06-02,S003,P0005,Electronics,East,342,208,128.9,211.33,180.0,438.0,96.0,⚠️ Reorder Needed,19.56,15,1,Sunny
2022-06-03,S003,P0005,Electronics,South,78,22,128.0,18.59,180.0,436.0,358.0,🔴 Critical Stockout Risk,31.47,20,0,Sunny
2022-06-04,S003,P0005,Toys,East,354,45,127.0,46.33,180.0,434.0,80.0,⚠️ Reorder Needed,11.13,20,1,Rainy
2022-06-05,S003,P0005,Toys,South,156,85,122.6,89.51,180.0,425.0,269.0,🔴 Critical Stockout Risk,28.7,5,1,Cloudy
2022-06-06,S003,P0005,Clothing,West,247,92,115.6,106.94,180.0,411.0,164.0,⚠️ Reorder Needed,36.0,15,0,Rainy
2022-06-07,S003,P0005,Toys,South,499,478,128.0,487.62,180.0,436.0,0.0,✅ Healthy Stock,10.5,20,0,Cloudy
2022-06-08,S003,P0005,Electronics,South,334,250,131.8,263.97,180.0,444.0,110.0,⚠️ Reorder Needed,52.97,0,0,Rainy
2022-06-09,S003,P0005,Furniture,North,360,187,136.9,186.62,180.0,454.0,94.0,⚠️ Reorder Needed,55.49,0,0,Cloudy
2022-06-10,S003,P0005,Toys,North,281,232,141.4,241.21,180.0,463.0,182.0,⚠️ Reorder Needed,54.93,20,0,Snowy
2022-06-11,S003,P0005,Clothing,East,254,158,145.7,156.94,180.0,471.0,217.0,⚠️ Reorder Needed,78.51,5,0,Sunny
2022-06-12,S003,P0005,Toys,North,456,139,149.7,151.31,180.0,479.0,23.0,⚠️ Reorder Needed,36.82,10,0,Snowy
2022-06-13,S003,P0005,Electronics,East,493,17,148.8,9.0,180.0,478.0,0.0,✅ Healthy Stock,21.47,15,0,Rainy
2022-06-14,S003,P0005,Furniture,North,51,24,142.0,42.17,180.0,464.0,413.0,🔴 Critical Stockout Risk,51.76,15,0,Cloudy
2022-06-15,S003,P0005,Furniture,East,306,264,150.7,270.58,180.0,481.0,175.0,⚠️ Reorder Needed,62.72,15,0,Rainy
2022-06-16,S003,P0005,Toys,South,69,25,146.1,44.9,180.0,472.0,403.0,🔴 Critical Stockout Risk,62.66,0,1,Snowy
2022-06-17,S003,P0005,Groceries,South,391,283,151.6,274.31,180.0,483.0,92.0,⚠️ Reorder Needed,90.65,0,0,Snowy
2022-06-18,S003,P0005,Groceries,West,440,159,154.4,176.24,180.0,489.0,49.0,⚠️ Reorder Needed,28.34,20,1,Sunny
2022-06-19,S003,P0005,Groceries,East,183,62,149.2,65.08,180.0,478.0,295.0,⚠️ Reorder Needed,45.08,5,0,Cloudy
2022-06-20,S003,P0005,Clothing,North,78,56,147.9,74.73,180.0,476.0,398.0,🔴 Critical Stockout Risk,33.69,10,0,Snowy
2022-06-21,S003,P0005,Groceries,East,370,357,153.7,358.49,180.0,487.0,117.0,⚠️ Reorder Needed,76.07,10,0,Sunny
2022-06-22,S003,P0005,Electronics,East,265,204,158.5,210.65,180.0,497.0,232.0,⚠️ Reorder Needed,40.64,10,1,Rainy
2022-06-23,S003,P0005,Toys,North,440,360,165.9,371.75,180.0,512.0,72.0,⚠️ Reorder Needed,82.43,0,0,Cloudy
2022-06-24,S003,P0005,Groceries,North,432,305,173.9,323.8,180.0,528.0,96.0,⚠️ Reorder Needed,69.32,15,0,Cloudy
2022-06-25,S003,P0005,Groceries,South,114,44,165.4,55.5,180.0,511.0,397.0,🔴 Critical Stockout Risk,73.12,10,0,Sunny
2022-06-26,S003,P0005,Clothing,North,161,129,162.2,133.6,180.0,504.0,343.0,🔴 Critical Stockout Risk,40.86,10,0,Sunny
2022-06-27,S003,P0005,Groceries,South,493,255,168.1,256.84,180.0,516.0,23.0,⚠️ Reorder Needed,17.81,5,0,Rainy
2022-06-28,S003,P0005,Furniture,East,80,2,163.4,3.54,180.0,507.0,427.0,🔴 Critical Stockout Risk,72.48,5,0,Sunny
2022-06-29,S003,P0005,Clothing,East,99,57,163.5,72.43,180.0,507.0,408.0,🔴 Critical Stockout Risk,23.79,5,0,Rainy
2022-06-30,S003,P0005,Clothing,East,357,196,161.6,187.06,180.0,503.0,146.0,⚠️ Reorder Needed,73.98,5,1,Snowy
